temp_c,hum_pct,gas_ppm,temp_class,temp_membership,hum_class,hum_membership,gas_class,gas_membership,confidence
6.4,54.6,741,0,0.7866666666666667,2,0.46000000000000013,4,0.2733333333333333,3.6
6.4,54.5,734,0,0.7866666666666667,2,0.45,4,0.22666666666666666,3.6
6.4,54.6,738,0,0.7866666666666667,2,0.46000000000000013,4,0.25333333333333335,3.6
6.3,54.6,738,0,0.7899999999999999,2,0.46000000000000013,4,0.25333333333333335,3.6
6.4,54.5,736,0,0.7866666666666667,2,0.45,4,0.24,3.6
6.3,54.5,736,0,0.7899999999999999,2,0.45,4,0.24,3.6
6.4,54.6,751,0,0.7866666666666667,2,0.46000000000000013,4,0.34,3.6
6.3,54.6,738,0,0.7899999999999999,2,0.46000000000000013,4,0.25333333333333335,3.6
6.3,54.5,740,0,0.7899999999999999,2,0.45,4,0.26666666666666666,3.6
6.3,54.6,737,0,0.7899999999999999,2,0.46000000000000013,4,0.24666666666666667,3.6
6.3,54.6,742,0,0.7899999999999999,2,0.46000000000000013,4,0.28,3.6
6.3,54.6,741,0,0.7899999999999999,2,0.46000000000000013,4,0.2733333333333333,3.6
6.3,54.6,749,0,0.7899999999999999,2,0.46000000000000013,4,0.32666666666666666,3.6
6.3,54.6,749,0,0.7899999999999999,2,0.46000000000000013,4,0.32666666666666666,3.6
6.3,54.6,754,0,0.7899999999999999,2,0.46000000000000013,4,0.36,3.6
6.3,54.7,750,0,0.7899999999999999,2,0.4700000000000003,4,0.3333333333333333,3.6
6.3,54.7,755,0,0.7899999999999999,2,0.4700000000000003,4,0.36666666666666664,3.6
6.3,54.7,751,0,0.7899999999999999,2,0.4700000000000003,4,0.34,3.6
6.3,54.7,762,0,0.7899999999999999,2,0.4700000000000003,4,0.41333333333333333,3.5999999999999996
6.3,54.7,759,0,0.7899999999999999,2,0.4700000000000003,4,0.3933333333333333,3.6
6.3,54.7,763,0,0.7899999999999999,2,0.4700000000000003,4,0.42,3.6
6.3,54.7,765,0,0.7899999999999999,2,0.4700000000000003,4,0.43333333333333335,3.6000000000000005
6.3,54.7,769,0,0.7899999999999999,2,0.4700000000000003,4,0.46,3.6
6.3,54.7,781,0,0.7899999999999999,2,0.4700000000000003,4,0.54,3.6
6.3,54.8,782,0,0.7899999999999999,2,0.4799999999999997,4,0.5466666666666666,3.6
6.3,54.8,780,0,0.7899999999999999,2,0.4799999999999997,4,0.5333333333333333,3.6
6.3,54.9,783,0,0.7899999999999999,2,0.4899999999999999,4,0.5533333333333333,3.6
6.3,54.9,780,0,0.7899999999999999,2,0.4899999999999999,4,0.5333333333333333,3.6
6.3,54.9,784,0,0.7899999999999999,2,0.4899999999999999,4,0.56,3.6
6.3,54.9,782,0,0.7899999999999999,2,0.4899999999999999,4,0.5466666666666666,3.6
6.3,54.9,788,0,0.7899999999999999,2,0.4899999999999999,4,0.5866666666666667,3.6
6.3,54.9,788,0,0.7899999999999999,2,0.4899999999999999,4,0.5866666666666667,3.6
6.3,54.9,783,0,0.7899999999999999,2,0.4899999999999999,4,0.5533333333333333,3.6
6.3,55.0,788,0,0.7899999999999999,2,0.5,4,0.5866666666666667,3.6
6.3,55.0,791,0,0.7899999999999999,2,0.5,4,0.6066666666666667,3.6
6.3,55.0,795,0,0.7899999999999999,2,0.5,4,0.6333333333333333,3.6
6.3,55.0,792,0,0.7899999999999999,2,0.5,4,0.6133333333333333,3.6
6.3,55.0,794,0,0.7899999999999999,2,0.5,4,0.6266666666666667,3.6
6.3,55.0,791,0,0.7899999999999999,2,0.5,4,0.6066666666666667,3.6
6.3,55.1,798,0,0.7899999999999999,2,0.5100000000000001,4,0.6533333333333333,3.6
6.3,55.0,796,0,0.7899999999999999,2,0.5,4,0.64,3.6
6.3,55.1,789,0,0.7899999999999999,2,0.5100000000000001,4,0.5933333333333334,3.6
6.3,55.1,793,0,0.7899999999999999,2,0.5100000000000001,4,0.62,3.6
6.3,55.0,782,0,0.7899999999999999,2,0.5,4,0.5466666666666666,3.6
6.3,55.0,792,0,0.7899999999999999,2,0.5,4,0.6133333333333333,3.6
6.3,55.0,788,0,0.7899999999999999,2,0.5,4,0.5866666666666667,3.6
6.3,55.0,786,0,0.7899999999999999,2,0.5,4,0.5733333333333334,3.6
6.3,55.0,788,0,0.7899999999999999,2,0.5,4,0.5866666666666667,3.6
6.3,55.1,794,0,0.7899999999999999,2,0.5100000000000001,4,0.6266666666666667,3.6
6.3,55.0,784,0,0.7899999999999999,2,0.5,4,0.56,3.6
6.3,55.0,790,0,0.7899999999999999,2,0.5,4,0.6,3.6
6.3,55.0,789,0,0.7899999999999999,2,0.5,4,0.5933333333333334,3.6
6.3,55.0,790,0,0.7899999999999999,2,0.5,4,0.6,3.6
6.3,55.1,792,0,0.7899999999999999,2,0.5100000000000001,4,0.6133333333333333,3.6
6.3,55.1,798,0,0.7899999999999999,2,0.5100000000000001,4,0.6533333333333333,3.6
6.3,55.1,795,0,0.7899999999999999,2,0.5100000000000001,4,0.6333333333333333,3.6
6.3,55.0,787,0,0.7899999999999999,2,0.5,4,0.58,3.6
6.3,55.1,791,0,0.7899999999999999,2,0.5100000000000001,4,0.6066666666666667,3.6
6.3,55.1,785,0,0.7899999999999999,2,0.5100000000000001,4,0.5666666666666667,3.6
6.3,55.0,800,0,0.7899999999999999,2,0.5,4,0.6666666666666666,3.6
6.3,55.1,784,0,0.7899999999999999,2,0.5100000000000001,4,0.56,3.6
6.3,55.1,784,0,0.7899999999999999,2,0.5100000000000001,4,0.56,3.6
6.3,55.0,787,0,0.7899999999999999,2,0.5,4,0.58,3.6
6.3,55.1,799,0,0.7899999999999999,2,0.5100000000000001,4,0.66,3.6
6.2,55.0,782,0,0.7933333333333333,2,0.5,4,0.5466666666666666,3.6
6.3,55.0,789,0,0.7899999999999999,2,0.5,4,0.5933333333333334,3.6
6.3,55.1,781,0,0.7899999999999999,2,0.5100000000000001,4,0.54,3.6
6.3,55.1,780,0,0.7899999999999999,2,0.5100000000000001,4,0.5333333333333333,3.6
6.3,55.0,778,0,0.7899999999999999,2,0.5,4,0.52,3.6
6.3,55.0,783,0,0.7899999999999999,2,0.5,4,0.5533333333333333,3.6
6.3,55.0,777,0,0.7899999999999999,2,0.5,4,0.5133333333333333,3.6
6.3,55.0,782,0,0.7899999999999999,2,0.5,4,0.5466666666666666,3.6
6.3,55.0,774,0,0.7899999999999999,2,0.5,4,0.49333333333333335,3.6
6.3,55.0,777,0,0.7899999999999999,2,0.5,4,0.5133333333333333,3.6
6.3,55.0,774,0,0.7899999999999999,2,0.5,4,0.49333333333333335,3.6
6.3,55.0,773,0,0.7899999999999999,2,0.5,4,0.4866666666666667,3.6
6.3,55.0,769,0,0.7899999999999999,2,0.5,4,0.46,3.6
6.3,54.9,777,0,0.7899999999999999,2,0.4899999999999999,4,0.5133333333333333,3.6
6.3,55.0,769,0,0.7899999999999999,2,0.5,4,0.46,3.6
6.3,55.0,768,0,0.7899999999999999,2,0.5,4,0.4533333333333333,3.6
6.3,55.0,774,0,0.7899999999999999,2,0.5,4,0.49333333333333335,3.6
6.3,55.0,769,0,0.7899999999999999,2,0.5,4,0.46,3.6
6.3,55.0,764,0,0.7899999999999999,2,0.5,4,0.4266666666666667,3.6
6.3,55.0,771,0,0.7899999999999999,2,0.5,4,0.47333333333333333,3.6
6.3,55.0,770,0,0.7899999999999999,2,0.5,4,0.4666666666666667,3.6
6.2,54.9,772,0,0.7933333333333333,2,0.4899999999999999,4,0.48,3.6
6.3,55.0,765,0,0.7899999999999999,2,0.5,4,0.43333333333333335,3.6000000000000005
6.3,55.0,768,0,0.7899999999999999,2,0.5,4,0.4533333333333333,3.6
6.3,54.9,768,0,0.7899999999999999,2,0.4899999999999999,4,0.4533333333333333,3.6
6.3,54.9,768,0,0.7899999999999999,2,0.4899999999999999,4,0.4533333333333333,3.6
6.3,54.9,765,0,0.7899999999999999,2,0.4899999999999999,4,0.43333333333333335,3.6000000000000005
6.3,54.9,761,0,0.7899999999999999,2,0.4899999999999999,4,0.4066666666666667,3.6
6.3,54.9,769,0,0.7899999999999999,2,0.4899999999999999,4,0.46,3.6
6.3,54.9,760,0,0.7899999999999999,2,0.4899999999999999,4,0.4,3.6
6.3,54.9,763,0,0.7899999999999999,2,0.4899999999999999,4,0.42,3.6
6.3,55.0,762,0,0.7899999999999999,2,0.5,4,0.41333333333333333,3.5999999999999996
6.3,54.9,765,0,0.7899999999999999,2,0.4899999999999999,4,0.43333333333333335,3.6000000000000005
6.3,55.0,762,0,0.7899999999999999,2,0.5,4,0.41333333333333333,3.5999999999999996
6.3,54.9,769,0,0.7899999999999999,2,0.4899999999999999,4,0.46,3.6
6.3,54.9,760,0,0.7899999999999999,2,0.4899999999999999,4,0.4,3.6
6.3,54.9,777,0,0.7899999999999999,2,0.4899999999999999,4,0.5133333333333333,3.6
6.3,54.9,755,0,0.7899999999999999,2,0.4899999999999999,4,0.36666666666666664,3.6
6.3,54.9,756,0,0.7899999999999999,2,0.4899999999999999,4,0.37333333333333335,3.6
6.3,54.9,754,0,0.7899999999999999,2,0.4899999999999999,4,0.36,3.6
6.3,54.9,756,0,0.7899999999999999,2,0.4899999999999999,4,0.37333333333333335,3.6
6.3,54.9,751,0,0.7899999999999999,2,0.4899999999999999,4,0.34,3.6
6.2,54.9,756,0,0.7933333333333333,2,0.4899999999999999,4,0.37333333333333335,3.6
6.2,54.9,751,0,0.7933333333333333,2,0.4899999999999999,4,0.34,3.6
6.2,54.9,754,0,0.7933333333333333,2,0.4899999999999999,4,0.36,3.6
6.3,54.8,749,0,0.7899999999999999,2,0.4799999999999997,4,0.32666666666666666,3.6
6.3,54.8,752,0,0.7899999999999999,2,0.4799999999999997,4,0.3466666666666667,3.6
6.2,54.8,755,0,0.7933333333333333,2,0.4799999999999997,4,0.36666666666666664,3.6
6.2,54.8,749,0,0.7933333333333333,2,0.4799999999999997,4,0.32666666666666666,3.6
6.2,54.7,751,0,0.7933333333333333,2,0.4700000000000003,4,0.34,3.6
6.3,54.8,744,0,0.7899999999999999,2,0.4799999999999997,4,0.29333333333333333,3.6
6.2,54.8,747,0,0.7933333333333333,2,0.4799999999999997,4,0.31333333333333335,3.6
6.2,54.7,745,0,0.7933333333333333,2,0.4700000000000003,4,0.3,3.6
6.2,54.7,744,0,0.7933333333333333,2,0.4700000000000003,4,0.29333333333333333,3.6
6.2,54.7,762,0,0.7933333333333333,2,0.4700000000000003,4,0.41333333333333333,3.5999999999999996
6.2,54.7,755,0,0.7933333333333333,2,0.4700000000000003,4,0.36666666666666664,3.6
6.2,54.7,750,0,0.7933333333333333,2,0.4700000000000003,4,0.3333333333333333,3.6
6.2,54.7,749,0,0.7933333333333333,2,0.4700000000000003,4,0.32666666666666666,3.6
6.2,54.7,747,0,0.7933333333333333,2,0.4700000000000003,4,0.31333333333333335,3.6
6.2,54.7,751,0,0.7933333333333333,2,0.4700000000000003,4,0.34,3.6
6.2,54.6,748,0,0.7933333333333333,2,0.46000000000000013,4,0.32,3.6
6.2,54.6,739,0,0.7933333333333333,2,0.46000000000000013,4,0.26,3.6
6.2,54.6,738,0,0.7933333333333333,2,0.46000000000000013,4,0.25333333333333335,3.6
6.2,54.5,738,0,0.7933333333333333,2,0.45,4,0.25333333333333335,3.6
6.2,54.6,743,0,0.7933333333333333,2,0.46000000000000013,4,0.2866666666666667,3.6
6.2,54.6,743,0,0.7933333333333333,2,0.46000000000000013,4,0.2866666666666667,3.6
6.2,54.6,738,0,0.7933333333333333,2,0.46000000000000013,4,0.25333333333333335,3.6
6.2,54.6,735,0,0.7933333333333333,2,0.46000000000000013,4,0.23333333333333334,3.6
6.2,54.6,731,0,0.7933333333333333,2,0.46000000000000013,4,0.20666666666666667,3.5999999999999996
6.2,54.5,738,0,0.7933333333333333,2,0.45,4,0.25333333333333335,3.6
6.2,54.5,744,0,0.7933333333333333,2,0.45,4,0.29333333333333333,3.6
6.1,54.5,735,0,0.7966666666666666,2,0.45,4,0.23333333333333334,3.6
6.1,54.5,730,0,0.7966666666666666,2,0.45,4,0.2,3.6
6.1,54.5,733,0,0.7966666666666666,2,0.45,4,0.22,3.6
